Id	Label	Texts	Ann_0	Ann_1	Ann_2	Ann_3
10	NEG	Is Disney trying to send a lesson to itself?	2			
10	NEG	That maybe while buying everything it should maybe still be human?				
10	NEG	Whatever the psycho-analysis, this movie sucked.		2		3
10	NEG	The girls want a rich party for their rich lives.				
10	NEG	But then money disappears and they have to use their riches to get the milk plant (yes, milk) going to employ the workers.				
10	NEG	They keep it afloat until daddy comes home.				
10	NEG	And the man at the beginning, who appears to be the one that takes the money, is the one.				
10	NEG	But the ending is dumb.			3	
10	NEG	Webcam in the Cayman Islands?				
10	NEG	Huh?				
10	NEG	Not worth my time ever again.	1	1	2	1
10	NEG	But it is better than Howl's Moving Castle.				
10	NEG	"""D-"""			1	
11	POS	Another fun, witty, frothy RKO musical with Astaire and Rogers, FOLLOW THE FLEET is a charming film.		1	1	1
11	POS	"While it lacks the stand-out great tunes of SWNG TIME (although the final number ""Face the music and dance"" is one of the team's best and rightfully so), it is hugely enjoyable, as these two could virtually do no wrong together in the 1930's."				
11	POS	Once again, the plot is lightweight and forgettable, but watching Fred and Ginger dance together is sheer heaven.			3	
11	POS	These two conveyed more romance and magic in dance than many couples in films do in a huge love scene.		2		2
11	POS	While there are better Fred and Ginger musicals, this is certainly a must-see.		3	2	3
11	POS					
11	POS					
11	POS					
11	POS					
11	POS					
11	POS					
11	POS					
11	POS					
11	POS					
11	POS					
12	NEG	How Irish critics rave about this movie is beyond me.	2			
12	NEG	Overacted by the usual band of Irish actors dragged out for every Irish movie.	3			
12	NEG	Terrible script, with forced character quirks (the brown sauce).	1	1	1	1
12	NEG	Romanticising all that is bad about Dublin.				
12	NEG	The attitude of 'ah, it's a dump but sure isnt it great all the same'.				
12	NEG	Plenty of tidbits purely for American audiences (the supermarket boss and his horribly forced catchphrase).				
12	NEG	And the nail in the coffin was Colm Meaney's character.				
12	NEG	A great actor forced to play this part that could've been written by a five year old.			2	
12	NEG	Cringeworthy stuff.		3		3
12	NEG	The best thing about this movie is Farrell, and it's a bad when you have to say that.			3	
12	NEG	Well, at least he wasnt putting on his dreadful American accent.				
12	NEG	International Audiences be warned: stay at home and watch Snatch and Lock Stock.		2		2
12	NEG	You'll have a better time.				
12	NEG	Intermission is a walk-outer				
12	NEG					
13	POS	"""Der Todesking"" is not exactly the type of film that makes you merryÂ… JÃ¶rg Buttgereit's second cult monument in a row, which is actually a lot better than the infamous ""Nekromantik"", exists of seven short episodes Â– one for each day of the week Â– revolving on unrelated people's suicides."				
13	POS	In between these already very disturbing episodes, Buttgereit inserts truly horrifying images of a severely decomposing male corpse.				
13	POS	"The episodes aren't all equally powerful but, as a wholesome, ""Der Todesking"" is ranked quite high on the list of all-time most depressing art-house films."	2			
13	POS	Particularly the episodes on Wednesday, involving a man explaining his sexual frustrations to a total stranger in the park, and the one of Sunday, focusing on a younger man molesting himself to dead, are extremely intense and devastating to observe.				
13	POS	The added value of this film, or any other shockumenary like it, is debatable and I'm not even sure whether or not Buttgereit had any type of message to communicate here.				
13	POS	There's the vague mentioning of an eerie chain letter that encourages its readers to commit suicide but mostly we remain uninformed about these people's motivations to end their lives so dramatically.				
13	POS	"Entirely unlike I expected, ""Der Todesking"" isn't exploitative or repulsively graphic!"			3	
13	POS	On the contrary actually, I never could have hoped Buttgereit would be so subtle and thoughtful regarding the portrayal of pure human misery.		2		2
13	POS	The Thursday episode is a perfect example of this, as it stylishly shows different viewpoints of a famous German bridge while the names, ages and occupations of persons who jumped off appear on the screen.	3			
13	POS	The production values are inescapably poor and the editing often lacks professionalism, but this isn't what really counts in this type of cinema.				
13	POS	The subject matter is strong and forcing us to contemplate about the less cheerful Â– but also indispensable Â– aspects of life.		1	1	1
13	POS	GREAT use of tragic music, too!	1	3	2	3
13	POS					
13	POS					
13	POS					
14	NEG	An annoying experience.	4	1	2	1
14	NEG	Improvised dialogue, handheld cameras for no effect, directionless plot, contrived romance, ick!	2	2	3	2
14	NEG	to the whole mess.				
14	NEG	Ron Silver was the only real actor.				
14	NEG	Gretta Sacchi was TERRIBLE!	1	3	1	3
14	NEG	Henry Jaglom did better with Eating which suited his style much more.				
14	NEG					
14	NEG					
14	NEG					
14	NEG					
14	NEG					
14	NEG					
14	NEG					
14	NEG					
14	NEG					
15	POS	I haven't watched the movie yet, but can't wait to see it!				
15	POS	It seems very interesting and inspirational.	2			
15	POS	"It was one of the most interesting trailers I've ever seen: the questions it posed really stopped me and made me think, the unique approach to the sport of boxing as a metaphor for the ""battle within""... thank god somebody is hitting another angle with the boxing thing."	1	1		1
15	POS	This film looks so fresh and smart.	3	2	1	2
15	POS	And the actor is really hot.			3	
15	POS	I especially enjoyed the short clip with the actor from the Rocky movies, really clever.		3	2	3
15	POS	I thought that the topic selected-overcoming adversities and childhood traumas-is timeless, and god knows a lot of people need it.				
15	POS	Bring it on.				
15	POS					
15	POS					
15	POS					
15	POS					
15	POS					
15	POS					
15	POS					
16	NEG	DarkWolf tells the tale of a young waitress named Josie (Samaire Armstrong) who had been leading a pretty ordinary life until her friend Mary (Tippi Hedren) is killed by a Werewolf, you see Werewolves actually exist in modern day America & there is even a special organisation within the police force to fight the Werewolf threat headed up by Detective Steve Turley (Ryan Olosio) who has the difficult task of telling Josie that she is in fact a pure blooded Werewolf herself & that a so-called 'dark prince' Werewolf (Kane Hodder) wants to mate with her & create a new breed of pure blood Werewolves that will take over the entire world, or something like that.				
16	NEG	Understandably Josie has a hard time believing it, that is until she sees the evidence with her own eyes.				
16	NEG	It's up to Werewolf cop Steve to save Josie, the day & the world... Co-executive produced & directed Richard Friedman I thought DarkWolf was a pretty bad low budget shot on a digital camcorder horror film that didn't really do anything for me.		2		2
16	NEG	The script by Geoffrey Alan Holliday starts out promisingly enough being set in a strip club with plenty of naked breasts on show & then there's a Werewolf attack which leaves someone splattered everywhere but after this decent opening sequence it's pretty much down hill all the way I'm afraid.				
16	NEG	For a start it's slow going, it's dull, it's predictable & it's populated with highly annoying character's who come out with lots of bad dialogue & do stupid things like when they have the opportunity to shoot the Werewolf they don't, I have no idea why but they prefer to just stand there instead.				
16	NEG	The script is dumb & doesn't explain itself, why has Josie never turned into a Werewolf before?	1	3		3
16	NEG	Is she really the only one?				
16	NEG	Why can't this 'dark prince' find another female Werewolf?				
16	NEG	There are also lots of other things which make little or no sense like an ancient book which at fist seems quite important but is then totally forgotten about half-way through but you get the idea anyway, as a whole the film plods along in very linear fashion to a very predictable climatic showdown that is underwhelming to say the least.			2	
16	NEG	Director Friedman lights the film quite well with bright neon but this is noting new or original & doesn't really improve the film as a spectacle.	3			
16	NEG	Now let's talk special effects or rather the lack of them because the effects in DarkWolf are far from special, the Werewolf transformation is achieved using CGI & it's among the worst looking CGI I've ever seen, seriously a Playstation would be embarrassed about these computer graphics.				
16	NEG	It's easily the worst Werewolf transformation I've ever seen, An American Werewolf in London (1981) was made over 25 years ago yet the special effects in that are literally light-years ahead of the ones seen in DarkWolf, who says special effects have improved over the years?	2	1	3	1
16	NEG	The animatronic puppet effects aren't much better either although at least there's something psychical on screen.				
16	NEG	The gore isn't up to much after a gory opening kill there's some blood splatter & plenty of dead bodies but not much else.				
16	NEG	Thre's a fair amount of female nudity if that's your thing but don't get too excited because you still have to sit through a terrible film to see it, is it really worth it?			1	
17	POS	Spoiler This is a great film about a conure.		1	3	1
17	POS	He goes through quite the ordeal trying to get back to his little girl owner.				
17	POS	He learns a lot through his journey and meets up with a lot of other beautiful birds.				
17	POS	If you love birds like my wife does, this film is for you.			2	
17	POS	This film also has some sad parts that make the tears run.		3		3
17	POS	In the end it all works out for Paulie and his Russian friend.				
17	POS	Rent this for the whole family, everyone will enjoy this.		2	1	2
17	POS					
17	POS					
17	POS					
17	POS					
17	POS					
17	POS					
17	POS					
17	POS					
18	NEG	"Corky Romano has to be one of the most jaw dropping and horrific ""comedy's"" ever made."	1	1	1	1
18	NEG	While the sometimes amusing Chris Kattan who pulled off a very funny performance in the hilarious 'Undercover Brother' his character in Corky is so stupid and so unfunny-which is a shame since the premise is a wonderful idea.	3	2	3	2
18	NEG	To bad they ran out of them when they got to page 3 on the script.	2	3	2	3
18	NEG					
18	NEG					
18	NEG					
18	NEG					
18	NEG					
18	NEG					
18	NEG					
18	NEG					
18	NEG					
18	NEG					
18	NEG					
18	NEG					
19	POS	As others have mentioned, all the women that go nude in this film are mostly absolutely gorgeous.		2	1	2
19	POS	The plot very ably shows the hypocrisy of the female libido.	1	1	2	1
19	POS	"When men are around they want to be pursued, but when no ""men"" are around, they become the pursuers of a 14 year old boy."	2			
19	POS	And the boy becomes a man really fast (we should all be so lucky at this age!).	3			
19	POS	He then gets up the courage to pursue his true love.		3		3
19	POS					
19	POS					
19	POS					
19	POS					
19	POS					
19	POS					
19	POS					
19	POS					
19	POS					
19	POS					
20	NEG	I actually had quite high hopes going into this movie, so I took what was given with a grain of salt and hoped for the best.				
20	NEG	About 1/3 of the way through the film I simply had to give up, quite simply the movie is a mish-mash of stuff happening for no apparent reason and it's all disconnected.	1		2	
20	NEG	I love movies that make you think, but this movie was just a bunch of ideas thrown together and never really connected.				
20	NEG	Don't think it's David Lynch-esquire as some would have you believe, it is nowhere near that realm other than some trippy visuals.	3			
20	NEG	Saying it's artsy to disguise the fact there's no apparent plot or story is just a manner or justifying why you wasted the 1.5 hours in the film.				
20	NEG	The acting was good, but that cannot save lack of story.			3	
20	NEG	"I do agree with the one comment posted previously... ""it's like being in some other person's head... while they're on drugs,"" in other words nothing makes sense."	2		1	
20	NEG					
20	NEG					
20	NEG					
20	NEG					
20	NEG					
20	NEG					
20	NEG					
20	NEG					
21	POS	Maybe I'm biased to foxes, fox stories and all but I thought this was wonderfully done.		1		1
21	POS	I really enjoyed that it was shown when Lily wasn't comfortable, such as the fire and the room (trying not to spoil too much here).	3	2	2	2
21	POS	I think that's important for kids to see and try to understand.		3	3	3
21	POS	After reading a few others comments I'm a bit confused, one says that at the end -spoiler- the mother and her son appear, as she's been the one telling her son about her story.				
21	POS	The movie I saw did NOT have the mother or son at the end, merely a painting of a girl with a fox.				
21	POS	Can someone enlighten me on that?				
21	POS	Anyway I really enjoyed this movie, although some scenes can be a bit slow which might be difficult for high energy kids to sit through.	1		1	
21	POS	Still worth it if they can sit still.	2			
21	POS					
21	POS					
21	POS					
21	POS					
21	POS					
21	POS					
21	POS					
22	NEG	You remember the Spice Girls movie and how bad it was (besides the songs), well their manager Simon Fuller (also this band's manager) makes the same error putting S Club (another of my favourite bands) in their own film.	1	2	2	2
22	NEG	S Club: Tina Barrett, Jon Lee, Bradley Mcintosh, Jo O'Meara, Hannah Spearritt and Rachel Stevens (what happened to the seventh member, Paul Cattermole?)				
22	NEG	basically ask their boss for a break, they go on, and while there they see themselves on TV!				
22	NEG	Three of them swap, and vice versa, half discover they are clones made by a greedy scientist, and the other half just get themselves in trouble.				
22	NEG	Also starring Gareth Gates as a clone of himself.	2			
22	NEG	"This film may have more of a plot than Spice Girls' film did, but besides the songs ""Bring It All Back"", ""Don't Stop Movin'"" and ""Never Had A Dream Come True"" this is no goo reason to see this film."		1	1	1
22	NEG	Not too long after the band split for good.	3	3		3
22	NEG	Adequate!				
22	NEG					
22	NEG					
22	NEG					
22	NEG					
22	NEG					
22	NEG					
22	NEG					
23	POS	Carlos Saura's Carmen is one of the finest achievements in world, let alone Spanish, cinema.	1	1	2	1
23	POS	It manages to excite interest in flamenco in its wonderful staged adaptations from Bizet with powerful physical force.	2	2	3	2
23	POS	At the same time we see the impact of the creation and rehearsal of a new interpretation of Carmen on the choreographer/director and the principle dancers.				
23	POS	The fine line between life and art is dazzling.	3	3	1	3
23	POS					
23	POS					
23	POS					
23	POS					
23	POS					
23	POS					
23	POS					
23	POS					
23	POS					
23	POS					
23	POS					
24	NEG	First, let's all agree that Lorenzo Lamas could never be considered a skilled actor, barely even decent, sometimes just plain lousy.				
24	NEG	However, in this piece of @*!^ called SnakeEater, the film industry as a whole sank.	1			
24	NEG	First, let's start with the plot.				
24	NEG	A Vietnam vet named Jack Kelly, aka Soldier (who is supposed to be as tough as a strap of leather and then some, which you can believe when he shoves a palate of nails through 2 guys' feet and pins them to the floor), gets word that his family has been killed and his sister kidnapped.				
24	NEG	Therefore he goes on a solo mission to save his sister.				
24	NEG	Had some potential, but still pretty thin to begin with.				
24	NEG	Now, the acting.				
24	NEG	Being an actor myself, I am qualified to say that this was some of the WORST acting in the history of the art!!!!!		3	3	3
24	NEG	Lamas is, well, himself.				
24	NEG	The jackasses playing the Clampets/Deliverance rejects should be strung up and shot for their so-called performances which are insulting to actors everywhere, especially talented ones who never get their big break!	2			
24	NEG	Finally, the action.				
24	NEG	The gunfighting is so-so at BEST, and the fist-fighting is deplorable.				
24	NEG	I've seen more real-looking fights at the Renaissance Festival (and those were pretty fake-looking)!				
24	NEG	Readers, listen to me: AVOID THIS PIECE OF CACA AT ALL COSTS!		2	2	2
24	NEG	IF IT WERE THE ONLY FILM IN EXISTENCE, YOU STILL WOULD WANT TO AVOID IT!		1	1	1
25	POS	Strange enough, all the previous comments merely described the beginning and left the details over.				
25	POS	I feel a necessity to confirm that this is a family work, since Marina Vlady was also Robert Hossein's wife, and the - excellent - jazz music was written by te director's father, AndrÃ©.	3			
25	POS	Under these circumstances, no wonder it was a really good thriller, seen when issued and immediately identified with the music.		2	3	2
25	POS	The suspense was flawless, and maintained throughout until the end.		1	1	1
25	POS	Robert Hossein, at the time one of the best European players, managed to impose himself also as a top screen and stage director.		3	2	3
25	POS	He's still putting up great stage shows, with a preference for religious subjects.harry carasso, Paris, France				
25	POS					
25	POS					
25	POS					
25	POS					
25	POS					
25	POS					
25	POS					
25	POS					
25	POS					
26	NEG	I wanted to like this movie.				
26	NEG	But it falls apart in the middle.	1	3		3
26	NEG	the whole premise is a good one and ties up nicely, but the middle runs off tangent.				
26	NEG	The people I watched with were getting annoyed while it ran off course, and hoping it would end sooner than it did.		2	1	2
26	NEG	Another person actually fell asleep during the middle segment!		1	2	1
26	NEG	I found myself day dreaming elsewhere during the Schtick parts that had nothing to do with the plot.				
26	NEG	I bought it for the eye candy and it delivered that well, but it lacks Pixar's writing and soul.				
26	NEG	I think kids 8 and under will enjoy the ride at face vaule, while missing the plot.				
26	NEG	People old enough to follow a plot will find it wonders too far to return quickly and easily.				
26	NEG	Edit out most of the middle section, make it 50 minutes and it would be a solid flick.				
26	NEG	I wish I had better things to say.	2		3	
26	NEG	But I don't	3			
26	NEG					
26	NEG					
26	NEG					
27	POS	The lead characters in this movie fall into two categories: smart and stupid.	1			
27	POS	Simple enough.				
27	POS	Jiri Machacek (Standa) plays a hapless, dopey guy who gets arrested for a crime he did not commit.				
27	POS	When he tries to get financially reimbursed by his evil, former boss, the situation gets out of control.	3			
27	POS	While Standa is genuinely (but endearingly) stupid, his buddy Ondrej is an absolute blithering idiot who bungles everything and manages to say and do the wrong thing every time.	2			
27	POS	Without Ondrej, Standa might stand a chance of going through life with some modest degree of success.				
27	POS	With Ondrej, life will never be boring, but it sure won't be without a lot of headaches!				
27	POS	Ivan Trojan plays Zdenek, an evil genius type who degenerates into some Hitler-esquire delusional tyrant.				
27	POS	Zdenek and his henchmen try to kill Standa to keep Zdenek's secrets safe.				
27	POS	I am very impressed with the high quality and imagination of Czech films.		2	1	2
27	POS	For a relatively small country, the Czech Republic certainly has produced more than its share of superb entertainment.		3	2	3
27	POS	The best Czech movies I have seen are: 1) PeliÂšky and 2) TmavomodrÃ½ Svet (Dark Blue World).			3	
27	POS	If you see these two movies, you have seen the absolute best of Czech cinema.		1		1
27	POS					
27	POS					
28	NEG	I am generally more willing to be open minded about rom coms than many, but this was simply not a very good attempt.		2		2
28	NEG	Its got nothing to do with comparisons with the British original -- have not seen, and doubt I will.	1		3	
28	NEG	It has a whole lot to do with a meandering plot, lack of chemistry between the leads and a godawful performance/character from its supposed male lead (Jimmy Fallon).		1		1
28	NEG	Fallon walks onto the screen wearing the clothes and hairdo of a 15 year old and acting a decade younger than that.	3			
28	NEG	He's supposed to be a teacher you see, and of course its well known that school districts the world over love to hire individuals less mature than the children they purport to teach.				
28	NEG	The character is so extremely disturbed and irrational that I have my doubts whether any actor could have made him likable, but old reliables like John Cusack or Adam Sandler might have been able to give it a shot.			2	
28	NEG	Not Fallon, who is neither funny, nor an actor, but appears to think he is both.		3		3
28	NEG	Not once in the entire course of the movie do you either believe Fallon in his role, or believe that there is any way these two people should, or would be together.	2			
28	NEG	Near the end of the movie there is a scene where Barrymore (who was cute as usual but could not carry this one alone -- its hard to have a one person romance) tells Fallon that its over, too much has happened, and she's moving on.				
28	NEG	And rather than feeling bad about the scene, or sorry for Fallon, you are actively cheering her on -- finally she does what she should have done months ago.				
28	NEG	But of course the plot mechanics won't allow that to be the end of it (an end which actually might have made a statement out of this mess), and instead we get to see the rational career girl throwing it all away to chase after this childish idiot and encourage his delusions.				
28	NEG	Its of course meant to be gooey and satisfying, but it actually made me more disgusted than anything else.			1	
28	NEG					
28	NEG					
28	NEG					
29	POS	The events of the 11th of September 2001 cast its shadow on this Oscar award ceremony with a one minute silence before the in memoriam montage and there was little in the way of the all singing all dancing comedy extravaganza that we`d come to expect of this award show but this was by no means a bad thing .		2		2
29	POS	Entertainment was more or less curtailed to a LOTR send up with Ben Stiller and Owen Wilson and that was it .				
29	POS	The rest of the show was taken up with clips from the nominations and I have to admit this was actually more enjoyable than the overblown song and dance numbers we`ve seen over the years and Whoopi Goldberg was by no means a bad presenter unlike the very esoteric David Letterman from a few years ago and the one minute silence for the victims of 9/11 was haunting and dignified  As for the awards New Zealand was absolutely robbed .	1	1	1	1
29	POS	FELLOWSHIP OF THE RING went home with four minor awards while A BEAUTIFUL MIND undeservingly picked up most of the major prizes except for best actor which should have gone to a tough guy New Zealander but went to an An all American nice guy instead .	2			
29	POS	The only Oscar awards I agreed with apart from the ones presented to FELLOWSHIP were the awards for best supporting actress and best supporting actor , both correct calls .	3	3	2	3
29	POS					
29	POS					
29	POS					
29	POS					
29	POS					
29	POS					
29	POS					
29	POS					
29	POS					
29	POS					
30	NEG	"(Honestly, Barbra, I know it's you who's klicking all those ""NO""s on my review."				
30	NEG	22 times??				
30	NEG	How many people did you have to instruct to help you out here?				
30	NEG	Don't you have anything better to do, like look at yourself in the mirror all day?)	1			
30	NEG	"Steven Spielberg told Barbra that this was ""the best movie I've seen since 'Citizen Kane'""."				
30	NEG	That pretty much says it all - and serves as a dire warning!	2	3	2	3
30	NEG	What are the ingredients for a sure-fire cinematic disaster, and one that will haunt you, never letting you forget the tears of both laughter and pain?		1	1	1
30	NEG	The ingredients: Barbra Streisand's face, a musical, feminism, Barbra Streisand's voice, Barbra Streisand directing, and an ultra-corny/idiotic premise.				
30	NEG	Hollywood is full of egomaniacs, this much we know.				
30	NEG	In fact, nearly everyone Â– by definition Â– has to be an egomaniac in Hollywood.				
30	NEG	Why would anyone want to act?				
30	NEG	"For the ""art""?!?"				
30	NEG	Well, if you're dumb enough to believe what they tell you in their carefully prepared interviewsÂ… And Streisand has the biggest ego of them all!		2	3	2
30	NEG	This is quite an achievement.				
30	NEG	To be surrounded by narcissistic cretins, and yet to manage to top them all Â– remarkable.	3			
31	POS	Some have compared this film to Deliverance.				
31	POS	I believe Of Mice and Men is more appropriate.				
31	POS	Our leading man, Heaton, definitely loves Spike.				
31	POS	It is irrelevant and immaterial whether that is a sexual love.				
31	POS	It is the reason Heaton does not leave Spike.				
31	POS	He needs him.				
31	POS	They need each other.				
31	POS	As brothers, as family, as their only connection to humanity.				
31	POS	The setting, scenario, minimal cast all add up to a fine film.		2	2	2
31	POS	Frankly, I did not care what happened to the characters.				
31	POS	But, I did care about what the film maker did with them.		1	3	1
31	POS	He did well with them.				
31	POS	I spent some time wondering how the ending would resemble Of Mice and Men.				
31	POS	The soundtrack and cinematography were compelling and intriguing.		3	1	3
31	POS					
32	NEG	"Put the blame on executive producer Wes Craven and financiers the Weinsteins for this big-budget debacle: a thrash-metal updating of ""Dracula"", with a condescending verbal jab at Bram Stoker (who probably wouldn't want his name on this thing anyway) and nothing much for the rest of us except slasher-styled jolts and gore."	1	1	2	1
